Date,Owner,Title,FU Reply
2018-03-01 10:04:00,DomCobbTotem,"Pekerjaan Moslem Cyber Army: Dari Karyawan, PNS Dinkes hingga Dosen",terbukti kan mca dri kalangan berpendidikan sedangkan nastaik tdk berpendidikan cuma mengklaim dirinya sebagai orang berpendidikan pdhal cuma imajinasi taik tetep ja taik ga bisa di.ubah jdi apapun itulah nastaik :D Berpendidikan kok nyebar hoax. Kan bodoh
2018-03-01 10:01:00,andika.1stravel,"Tampang 4 Anggota The Family MCA, Penyebar Isu Culik Kiai",Mampus lo
2018-03-01 09:25:00,onta.buronan,MCA: dari Anti Ahok ke Isu Kebangkitan PKI,No FU Reply
2018-02-28 08:18:00,ntapzzz,Lieus sebut Gatot-TGB Bisa Jadi Kuda Hitam yang Mematikan di 2019,Prabowo lo kemanain?
2018-02-27 18:24:00,sabil.haq,"Jonru Bacakan Pembelaan, Pendukungnya Tertidur!",Kayak enih dong??? https://z-p3-scontent-sit4-1.xx.fbcdn.net/v/t1.0-9/28276347_1666568616763500_2061880915390561304_n.jpg?oh=44df50f9323f949f160a 7dd9ea1da7c5&oe=5B1883AE Ribet ya hidupnya
2018-02-27 12:24:00,DomCobbTotem,Bareskrim Polri Tangkap 5 Orang Terkait Jaringan Muslim Cyber Army,nastak dikarungin lagi :ngakak Nastak gundulmu peyang
2018-02-27 12:19:00,jokosamudronapo,"Sering Unggah Berita Provokatif, Bareskrim Tangkap Empat Orang Anggota MCA",Mca bodoh
2018-02-26 18:45:00,berita378,"Dihujat Korban First Travel, Anniesa Hasibuan Teteskan Air Mata di Ruang Sidang",Panasbung bodoh
2018-02-26 12:32:00,serujambi.com,Teng! Syahbandar Akui ada Pertemuan dengan Zumi Zola di Jakarta,Mantap alumni 212
2018-02-26 12:29:00,victimofgip.414,"Ajaib, Sajadah Milik Warga Banjarbaru Ini Tahan Api, Disiram Bensin juga Tak Terbakar",Ts tahan api gak?
2018-02-26 11:29:00,beritahati.com,"Hmm, Presiden Filipina ingin naik gaji karena punya istri dua",Kalo gak punya istri seperti junjungannya panasbung gimana?
2018-02-26 11:26:00,veila.reborn,Ini Penampakan Rumah Tapak DP 0 Rupiah di Rorotan,Kirain pos ronda
2018-02-26 10:53:00,rantymaria,PKS Programkan Satu Kader Mem-PKS-kan 10 Warga dalam Setahun,Semacam virus atau penyakit menular ? :lehuga Virus wahabi
2018-02-26 10:48:00,beyoungcarerock,Dorongan Nyapres untuk Prabowo yang Disebut Merasa Semakin Tua,"Pak Prabowo ikut jejak bu Mega saja sudah, jadi king maker, kasih jalan yang muda2. Negara jaman now pemimpinnya muda2: Trudeau, Macron dkk :travel King maker atau panasbung maker"
2018-02-26 08:15:00,ntapzzz, Gatot-Anies atau Gatot-TGB Bisa Saingi Jokowi ,Prabowo kok gak disebut
2018-02-26 08:13:00,nevertalk,GNPF Siap Mendukung Jika Rizieq Shihab Jadi Capres 2019,Asik habib presiden Wowo lo gimanain?
2018-02-25 22:14:00,Pandjoel.123,"Onan Hiroshi : Pak Jokowi, Saya Minta Maaf !!!",Tertekan oleh panastak
2018-02-25 21:21:00,trimusketeers,"Habib Rizieq Batal Pulang, Pengamat: Sebenarnya Dia Pengecut",Awas ntar bangke nya gak disholatin
2018-02-25 21:10:00,ferina.,"Sebar Info Hoax dan Tuding Orang Lain Komunis, Pria Asal Parung Minta Maaf di Kantor",Panasbung tumbang
2018-02-25 21:04:00,matt.gaper,"Diprotes Warganet, Instagram Pulihkan Akun Ustaz Abdul Somad",Yaelah ban permanen aja kali
2018-02-25 18:54:00,kabar.kabur,Bagaimana Hukum Masjid Mencuri Listrik? Jawaban Ustadz Somad Sangat Mengejutkan!,Mencuri listrik halal
2018-02-25 18:44:00,makobarnews,"Instagram Ustaz Somad Di-suspend, Pintu Dakwah Lain Akan Terbuka Katanya",Dakwah pake sosmed kafir
2018-02-25 13:17:00,kencingin.pohon,"Akun Ustaz Somad Di-suspend, Fahri Minta Komisi I Panggil Instagram",Boikot instagram
2018-02-25 10:21:00,fr91,Akun Instagram Ustaz Somad Mendadak Di-suspend,Tau gak yg disalahin siapa?
2018-02-25 09:04:00,berita378,"Elvy Sukaesih Mendadak Muncul di Program Hitam Putih , Curhat Sambil Menangis",Cie cie curhat sama kapir
2018-02-24 13:35:00,Koncong,PKS Tak Gentar Hadapi Jokowi yang Diusung PDIP dan Koalisi Gemuk ,https://s.kaskus.id/images/2018/02/24/6223030_201802240134140538.jpg Jemput apa baik?
2018-02-24 13:33:00,wingchun.master,Presiden Jokowi Dipastikan Hadiri Festival Imlek dan Cap Go Meh di Singkawang,Jokowi cina (kata nasbung)
2018-02-24 13:32:00,_Hell_,Semakin tidak percaya dengan profesionalisme KPU dan pemilu 2019 nanti,Pbb curhat gak punya pemilih
2018-02-24 13:26:00,azizm795,Pemimpin Terlahir dari Rahim Rakyat yang Terdidik,https://s.kaskus.id/images/2018/02/24/6223030_201802241252110265.jpg Mantap habib president
2018-02-24 13:15:00,silents.,"Abdul Somad: Dari Presiden Sampai Pak KUA, Semua akan Binasa",Bodo amat
2018-02-24 13:05:00,ntapzzz,"Seru! Ada Kabar Prabowo ‘Ngalah’, Pilpres 2019 Pilih TGB yang Hafal Alquran","udah wo mending ksh kesempatan sm yg lain . tokoh2 selevel aja udh pd d belakang meja punya gacoan masing2 elo msh cape2 jd gacoan itu sndiri.... ada anies, ridwan kamil, anis matta, ato kader gerindra sndiri... lbh baik duduk manis aja Ridwan kamil mau jadi gacoannya prabowo? bodoh"
2018-02-24 13:02:00,easytosay,Tersangka Penghina Jokowi-Iriana Keturunan China dan PKI Minta Maaf,dobel dosanya itu nasbung hina presiden hina anak presiden hina ibu presiden teriak pki sebar gambar porno teriak antek cina mayan tuh pasal berlapis https://s.kaskus.id/images/2018/02/23/8010541_201802230838100084.png Sama si duy suruh dimaafkan
2018-02-24 12:55:00,adoeka,Perubahan Wajah Danau Sunter: Dulu Dipenuhi Warung Remang-remang,Lebih hebat Omahok:hansip https://s.kaskus.id/images/2018/02/24/8678904_201802241214190409.jpg Asik!!!!
2018-02-23 20:39:00,rantymaria,Polisi Korban Bom Thamrin: Kini Tak Bisa Sujud dan Tuli Sebagian,Bajingan memang
2018-02-23 20:25:00,terserah.gw,Tersangka Penghina Jokowi-Iriana Keturunan China dan PKI Minta Maaf,"""Pada kesempatan ini saya ingin beritahu, motifnya ingin berbagi saja. Saya menyadari bahwa saya salah. Saya menyebarkan berita itu berdasarkan apa yang dikirimkan kepada saya,"" kata Mustafa kepada wartawan di Bareskrim Polri, Cideng, Tanah Abang, Jakarta Pusat, Jumat (23/2/2018). _____..."
2018-02-23 20:04:00,mau.mau.lah,Ini yang Bikin Lapak PKL di Tengah Jalan Tanah Abang Sepi,Kalo sepi salah jokowi ahok Demo aja sana
2018-02-23 20:03:00,easytosay,Tersangka Penghina Jokowi-Iriana Keturunan China dan PKI Minta Maaf,"Ga dibenarkan si tersangka.. Tapi alangkah eloknya presiden dan ibu negara memaafkan, ingat pak, mereka rakyat kecil, ga berdaya, minim edukatif, dan lebih baik dibimbing, jangan tunjukan power of abuse di depan rakyat sekalipun rakyat sendiri yang salah Contoh manusia koplak"
2018-02-23 19:43:00,everesthome,"Rizieq Mau Pulang Bila Dijemput Anies Baswedan, Taufik: Faizal Assegaf Ngarang",itu ngarang habis.. apa hubungannya anies pilihan warga dki dengan 212 ? klo udah kalah ya lapang dada dan berbesar hatilah hokerz... 212 kan pendukung anis Ngeles aja lo unta
2018-02-23 18:55:00,terserah.gw,Tersangka Penghina Jokowi-Iriana Keturunan China dan PKI Minta Maaf,Panasbung memang bodoh
2018-02-23 18:35:00,president.trump,Video Viral Wanita Berjilbab Gigit Polisi Gara-gara Kena Tilang,Vampire 212 kah itu?
2018-02-23 17:43:00,bikinmuntab,Ganteng tapi Cabul! Inilah Oknum Guru Madrasah yang Setubuhi Siswinya di Sekolah,Panasbung emang gitu kelakuannya
2018-02-23 09:43:00,bikinmuntab,Ini Aksi Terbaru Zaadit Pemberi Kartu Kuning Jokowi,Nasbung bodoh
2018-02-23 09:41:00,andika.1stravel,"Oalah, Ternyata Ini Penyebar Hoaks Bu Mega Tolak Azan Masjid",ane cuman nanya itu hoax apa bukan santai aja dong tak :travel Manusia tolol
2018-02-22 08:36:00,khloekarmike,Ada Awan Putih Mirip 14 di Foto Gunung Salak Ala Ani Yudhoyono,Ibas gimana nih kabarnya? Terlibat ektp gak?
2018-02-21 12:32:00,alisopan3,Rizieq: Saya Ingin Pulang Karena Hati Ini Amat Sakit Saksikan Indonesia Makin Kacau,Kasian yg udah pada jemput
2018-02-20 12:58:00,adoeka,"Tiba Akhir Maret, Ini Penampakan Kereta MRT Jakarta",Ts homo
2018-02-20 12:36:00,bikinmuntab,"Elvy Sukaesih Belum Juga Jenguk, Dhawiya Sampaikan Pesan Menyayat Hati",anak dungu persis nastaik Dia kan panasbung
2018-02-20 09:31:00,mutiara.hitam88,Melihat Aksi Nyata Artis Chelsea Islan VS Mahasiswa BEM UI Zadit Taqwa,Panasbung bodoh
2018-02-20 09:23:00,eggydurjana,"Stadion GBK Dirusak, Menteri PUPR: Pas Lihat, Saya Nangis Betul",Nangis ya? Bergetar gak bibirnya?
2018-02-19 12:35:00,human.brain,Kok Tega Adang Anies Baswedan Turun Lapangan?,Siap2 thn dpn piala presiden ga ada lg!! Presidennya kalah pamor Ama gub!! Mimpi ya
2018-02-19 12:10:00,ferina.,"ML : Polisi Itu Pimpinan Thogut , Tidak Percaya Hukum Buatan Manusia",Panasbung bodoh
2018-02-19 12:08:00,berita378,Caci Maki Korban Sambut Kedatangan Tiga Bos First Travel di Pengadilan Negeri Depok,Mana nih suaranya panasbung?
2018-02-19 12:01:00,wiraprasta333,"Arab Minta Disediakan Kulkas, Mesin Cuci, Gym, dan 3 Macam Jus di Wisma Atlet Jakrta",Majikannya panasbung
2018-02-19 11:42:00,roh.kudis321,Fahri Hamzah: Paspampres Jokowi Amatiran dan Bikin Malu,Umat siap turun ke jalan?
2018-02-18 19:39:00,mbia,"Sandiaga: Jakmania, Please, Please, Please Jaga Ketertiban",Please please
2018-02-18 19:34:00,berita378,Reuni Aksi 212 Akan Putihkan Bioskop Indonesia,"Yaelah, buat makan aja susah kok disuruh nonton"
2018-02-18 19:33:00,pastibisadong,"Partainya Lolos Ikut Pemilu 2019, Akankah Tommy Soeharto Ikut Mencalonkan Presiden?",Yg dukung alumni 212
2018-02-18 19:30:00,ferina.,Ditjen Imigrasi Serahkah Rizieq Shihab ke Polri Jika Pulang,"Lawan dulu, langkahi kami para mujahid jika ingin mengkriminalisasi ulama kami, guru kami, imam besar kami..!! Selangkahpun kami ga akan mundur https://s.kaskus.id/images/2018/02/18/9691256_20180218054401.jpg #saveulama #kamibersamahrs Koplak"
2018-02-17 18:45:00,forpetrol,Menhub Ketemu Ustaz Yusuf Mansur,ngapain...? PAYTREN lg bnyk masalah :cd sbntar lg bakal kolaps... :shakehand Kolaps gundulmu
2018-02-17 18:41:00,venomfox88,Dhawiya Simpan Alat Nyabu di Kotak Makeup Bertulisan Selawat Nabi,Sabu barokah 212
2018-02-17 13:26:00,stealth.mode,Presidium 212: Tiket Pulang Habib Rizieq Palsu,"Eh bodoh, yg nyebarin tiketnya kan mca"
2018-02-17 13:24:00,tercyduckboy,Habib Rizieq Akan Diarak Keliling Kota Saat Tiba di Jakarta,Emangnya dia siapa? Raja?
2018-02-17 13:21:00,sabil.haq,"Total 3 anak Elvy Sukaesih diamankan, 1 menantu lagi hamil 6 bulan",Alumni 212 neh Munafik asu
2018-02-16 11:36:00,adjiecoolz,"Foto Tiket Beredar, Habib Rizieq Tiba di RI 21 Februari Pukul 09.00",No FU Reply
2018-02-15 19:09:00,gamesbrowser,"Video, Ustad Ini Menyebut Pemimpin Muslim Koruptor Tetap Masuk Surga","TS tolol udik atheis ga ngerti lu cara beragama , komunis anjing lu :fuck: konsep tauhid emang seperti itu di dalam ketauhidan , semua yang ada di dunia ini sifatnya keduniawian dan hidup yang kita jalani sekarang hanyalah semu dan ujian untuk umat manusia , yang bedakan umat manusia blangsak da"
2018-02-14 15:08:00,moderatorccd,"Soal Maraknya Aksi Intoleran, Sandiaga Uno: Lihat Pilkada Jakarta yang Damai",Damai gundulmu
2018-02-14 15:02:00,InRealLife,"Gara-gara Isu LGBT, Aceh International Marathon 2018 Sepi Pendaftar",Mau marathon aja sampe luar negeri
2018-02-14 09:43:00,nastak..umrah,FPI Tolak Keterlibatan Yayasan Buddha Tsu Chi dan Minta Pemkab Pijay Hentikan,Wong pekok
2018-02-14 09:16:00,eomma,Fadli Zon: Alangkah Bijaknya Jika Pimpinan KPK Tak Banyak Bicara,Elu sendiri cerewetnya minta ampun zonk
2018-02-13 14:12:00,berita378,"Eggi Sudjana Siap Mati Syahid, Jika Rizieq Shihab Dihalangi Pulang ke Tanah Air",Syahid gundulmu
2018-02-13 13:14:00,becakmini.v7,"Gereja St Lidwina Sleman Diserang, Amien Rais: Ada Siluman",Mak lo siluman
2018-02-13 13:09:00,steely,"Keliru Desain Atletik SUGBK, Salah Siapa?","rejim ini memang ga becus, batalin aja Asian Games.. ganti jadi mengleng games.. lomba berak Berak di muka lo ya"
2018-02-13 12:53:00,santosobudikeci,"Hoax, 97 Persen Pesisir Indonesia Dikuasai China",Mca memang baik
2018-02-13 00:14:00,dncommunity,"Gereja St Lidwina Diserang, Jokowi: Tak Ada Tempat Bagi Intoleran","Cuma soal ini jokowi tindakan ga sesuai omongan.kaum radikal masi berkeliaran bebas tanpa pernah diproses..bubarin HTI?klo pentolannya masi bebas berdakwah nyebarin paham HTI tanpa bawa2 nama HTI,ya sama aja boong..apalagi si FPI anjing itu,masi bebas mau ngpain aja sampe sekarang Masalahnya org2 i"
2018-02-12 19:31:00,berita378,"Eggi Sudjana Siap Mati Syahid, Jika Rizieq Shihab Dihalangi Pulang ke Tanah Air",No FU Reply
2018-02-11 18:21:00,onlinecelebes,"Tidak Diberangkatkan Umrah, Calon Jemaah Datangi Kantor Abu Tour",Tuh suruh alumni 212 demo
2018-02-11 18:07:00,pastibisadong,"Seorang Netizen Sumpahi Anaknya, Denada Murka dan Tak Akan Tinggal Diam!",Nasbung bodoh sok alim
2018-02-11 17:29:00,carrpirates,Yuk kenali ciri - ciri situs penyebar hoax,Tambahin satu lagi Bawa2 nama islam
2018-02-11 09:57:00,kelazcorro,"Jika Rizieq Shihab Ditahan, Pengacara: Risiko Ribut Sama Umat",Halah kintil
2018-02-10 13:01:00,young.avenger,Pelajar dan Santri Majalengka Tolak Valentine Day,bodoh
2018-02-08 13:19:00,putri..mia," Rumah Saya Banjir Seleher Pak , Anies: Doa Lekas Surut",jgn mencari kesalahan pemimpin lah. Emang dia salah kok
2018-02-08 08:32:00,matthysse76,Jokowi dan Ibu Negara Menginap di Hotel Ruko Bertarif Rp 450 Ribu/Malam ‎,Woy JKT banjir ente malah jalan2. enak bener. :batabig :batabig Woi cingkrang Tuh gubernur lo suruh kerja
2018-02-08 08:24:00,matthysse76,Jokowi dan Ibu Negara Menginap di Hotel Ruko Bertarif Rp 450 Ribu/Malam ‎,Sumbar sarang nasbung dan mca
2018-02-08 08:21:00,gw.mukidi,Amien Rais: Bangsa Ini Harus Berterima Kasih Pada Zaadit,Halah kintil
2018-02-08 08:17:00,gamesbrowser,KPK Tetapkan Politikus PKS Yudi Widiana Tersangka Pencucian Uang,Gw paling seneng kalo orang pks kena musibah
2018-02-08 08:16:00,matthysse76,"Bujuk Korban Banjir Pindah, Sandiaga: Touch and Feel",Ini pada ngomongin bokep ya?
2018-02-08 08:13:00,dishwala,"‘Zamannya Ahok Sudah Bebas Banjir, Kok Sekarang Begini’",SOP nastaik semua salah anies :lehuga SOP nasbung semua salah jokowi ahok
2018-02-07 22:04:00,dishwala,"Banjir di Kampung Melayu Belum Surut, Tinggi Air Capai 3 Meter",Doa aja dulu Kan air hujan gak boleh dibuang ke laut
2018-02-07 21:58:00,wiraprasta333,"Terungkap, Tari Saman Aceh Berasal dari Iran",Aceh yang isinya nasbung pemuja wahabi kira-kira mau gak ya menerima fakta kalau tarian adat kebanggaan daerah mereka itu berasal dari negeri dedengkot syiah? :lehuga Habis ini pasti diboikot
2018-02-07 21:52:00,putri..mia," Rumah Saya Banjir Seleher Pak , Anies: Doa Lekas Surut",Siapa yg bodohin gw bro? Elu? Lewat kaskus? Sini gw bodoh lu depan muka lu mau? :) Iya gub dl penuh efisiensi bla bla bla bla bla.. 1. Tetep banjir nyalahin orang 2. Pembangunan infrastruktur bikin mati sana sini 3. Buat pecah belah warga 4. Bentak sana bentak sini? Pimpinan ato sipir penjar
2018-02-07 21:42:00,stab_bow777,"Viral Video ‘Sunnatullah Pompa ke Laut’, Netizen Kompak Serang Anies",Netizen? Lebih tepatnye taikers kale :ngakak Kayak gini nih kualitas panasbung
2018-02-07 21:38:00,matthysse76,"Ditanya Solusi Banjir Jangka Panjang, Anies : Nanti Sebentar",Kalo begitu jangan recoki kerjanya anis sandi selama 5 tahun. Kerja mereka belum terbukti gagal. Halah bodoh
2018-02-07 17:30:00,putri..mia," Rumah Saya Banjir Seleher Pak , Anies: Doa Lekas Surut",Makan tuh doa
2018-02-07 16:14:00,berita378,"Diduga Nama Ibas Tertulis di Buku Hitam Setya Novanto, Ibas : Langkahi Aku Dulu",Gue suka gaya SBY dan pengikut nya :cool tetap tenang tapi kalo memang parah langsung gertak :cool gue yakin bersih Tetap tenang gundulmu Sby itu org terbaper sedunia
2018-02-06 09:02:00,musangmalam19,"Putri Indahsari Tanjung, Putri Chairul Tanjung Yang Layak Jadi Inspirasi",Thread bagus tapi isinya orang iri sama dengki semua
2018-02-05 18:19:00,dishwala,"Banjir 1,5 Meter, Warga Cawang Tolak Mengungsi",Nasbung emang kayak gitu
2018-02-05 18:15:00,fannylim,Viral! Kahiyang Ayu Anak Jokowi Dikabarkan Menjadi Seorang Bumil,Kapan wowo punya cucu?
2018-02-05 13:38:00,funrise.1,"Katulampa Siaga I, Warga Bidara Cina dan Kp Melayu Waspada Banjir",Banjir boleh asalkan seiman
2018-02-04 11:25:00,selaluberita,Rich Brian Rilis Album Debut Amen ,Prestasi buat dia sendiri... Ga ada untung nya buat rakyat. :beer: Lo alumni 212 kan?
2018-02-04 09:58:00,dawow,Benarkah Musik Haram? Inilah Realita Musik Hari Ini,https://krilianeh.files.wordpress.com/2018/01/qosidah.jpg?w=960 https://dl.kaskus.id/cdn2.tstatic.net/style/foto/bank/images/kampret_20171020_163952.jpg :salaman Ini judul lagunya apa?
2018-02-03 15:20:00,liverhampton23,Ini Kata Manajemen Breadtalk Terkait Video Tikus yang Beredar,No FU Reply
2018-02-03 09:46:00,serujambi.com,Video Pernyataan Zola Soal Pejabat yang Berstatus Tersangka saat Debat Kandidat,bodoh memang
2018-02-03 07:43:00,andika.1stravel,"Fahri: Jokowi ke Kampus Bawa Tentara dan Polisi, Memalukan!","bener,,si jokowow mau pamer kekuasaan,,kalo mahasiswa macem2 diadu sama militer padahal mahasiswa masih ada potensi memperbaiki indonesia,,daripada jokowi yang udah tua dan cuma petugas partai,,gak pantes dikawal paspampres:D Hidup lo susah ya? Keluarga lo berantakan ya?"
2018-02-02 19:18:00,sudarmadji-oye,"Jadi Kandidat Capres PKS, Anis Matta akan Orasi Kebangsaan",org ini pemain halus tp meyakinkan :D https://s.kaskus.id/images/2018/02/02/1294613_201802020641020522.png & konon saat wowo nyapres kmrn org inilah yg paling panen Raya ... :D Ya maklum istrinya banyak
2018-02-02 12:50:00,moderatorccd,Pedagang Nasi Uduk di Kebon Jeruk Sebut OK OCE Itu Program Hantu ,Koplak
2018-02-02 12:45:00,wiraprasta333,"Demokrat: AHY Dambaan Kawula Muda, Pasti Akan Jadi Presiden Indonesia",Mengapung gak nih?
2018-02-02 10:16:00,putri..mia,"Ustaz Prawoto Dibunuh, Mustofa: Kalian Sudah Faham, Kenapa Habib Rizieq Tidak Pulang",Mustofa ini caleg gagal pks
2018-02-01 15:55:00,unicorn.phenex,"AirAsia to roster only male crew for Aceh flights, Firefly considers similar move",Mampus lo
2018-02-01 08:17:00,berita378,"Netizen Sotoy Ceramahi Akun BMKG Tentang Gerhana Bulan Total, Jawaban BMKG Makjleb!",Panasbung memang gitu
2018-02-01 08:07:00,db84x2,Senangnya Penarik Becak Bisa Beroperasi Meski Hanya Keliling Kampung di Jakarta,Training genjot dulu bray
2018-02-01 07:50:00,qomar.sunan,Gempa Guncang Pakistan dan Afghanistan,Gara2 jokowi
2018-01-31 20:51:00,wahgabener212,"Kasus Perawat Suntik Mayat, Keluarga Mendiang Pasien Laporkan RS Siti Khodijah ke Pol",Rekam medik emang boleh diminta keluarga pasien? Dari situ sudah ketauan kalau keluarga pasien dodol.. :wkwkwk Elu yg bodoh
2018-01-31 19:35:00,SiPenembakJitu,KPK Tetapkan Gubernur Jambi Zumi Zola Tersangka,https://s.kaskus.id/images/2018/01/31/8538886_20180131064627.jpg :matabelo mana laskaarrr ?? https://s.kaskus.id/images/2017/10/20/8537957_20171020113646.gif Mampus
2018-01-31 18:29:00,andika.1stravel,"Yup, KPK Jerat Zumi Zola Jadi Tersangka",Mampus lo
2018-01-31 06:52:00,carlodes1,"Depok, Desa yang Gagal Menjadi Kota",Mainset orang terhadap depok adalah anak muda brutal dan begal Hah? Mainset? bodoh
2018-01-30 19:02:00,fannylim,Viral! Cerita Jokowi Soal Paspampres Yang Sujud Syukur Di Dalam Pesawat,sujud syukur paling legendaris sudah pasti yg ini https://s.kaskus.id/images/2018/01/30/9859343_201801300639480041.jpg Njirrrr
2018-01-30 18:54:00,funrise.1,"Dicecar Kuasa Hukum Jonru Ginting, Muannas: Saya Jadi Malas ...",jujur gue kasian ama keluarganya udh punya anak 3 lagi masuk bui cuman gara gara ngejar hal fana macem likes dan share dari org-org yg sepaham yg sebenernya gak paham apa yg mereka pahami Kalo kasian kirim duit tong
2018-01-30 07:54:00,tansahati,"Dilan-MIlea, Sebuah Kisah Cinta yang Kandas",Bagusan dilan versi PKS
2018-01-29 17:20:00,arbib,Harapan Becak kembali ke Jakarta dengan masa depan yang lebih ceria,itu cuma ngasih peluang usaha bagi yang hanya bisa mbecak.....not bad idea Not bad idea gundulmu somplak
2018-01-28 09:25:00,namima,"Dilan Jadi Maskot PKS, Pidi Baiq: Tak Ada Kesepakatan","Justru ini cerdiknya pengarang, biar viral... tau sndiri kecepatan para militan pks dlm menyebarkan berita lwt medsos Nyebarin hoax?"
2018-01-26 10:20:00,nanisyahriani,Kejutan PKS diawal tahun 2018 mengusung 9 kader terbaiknya untuk PILPRES,Tukang kimpoi
2018-01-24 18:49:00,georgebush.jr,"Langka, Pesawat Kiamat E-4B Amerika Terlihat di Bandara Soekarno-Hatta",Berarti ada indikasi nuklir Korut nyasar kemari. :takut Jangan asal jeplak lo tong
2018-01-24 18:32:00,victimofgip.414,"Tak Butuh, Anies Minta Usulan Lift untuk Rumah Dinas Dicoret",Tidak ada panastaik yang tidak baik Elu tuh yg bodoh
2018-01-24 18:27:00,moderatorccd,"Sandiaga: Peserta OK OCE Tidak Persoalkan Besaran Bunga, 24 Persen Pun Tak Masalah",Kenapa gak 212 persen sekalian tong?
2018-01-24 14:27:00,nenengyul01,"Duet Anies-AHY, Calon Alternatif yang Diinginkan Rakyat",Rakyat yg mana?
2018-01-22 15:22:00,baronxine,Jeritan Hati Sopir Angkot Tanah Abang Minta Perhatian Pemprov DKI,Yg penting seiman
2018-01-21 22:03:00,powerpunk,"""212"" Sukses Mengubah Peta Perpolitikan, Akankah Ada Next 212 Di Pilkada 2018?","Udah lah ga usah diributin lagi. Nih gw kasih perbandingan. Pemilik perusahaan cina, lebih percaya pada orang cina, sehingga lebih memilih manager2 keturunan cina dari pada pribumi. Apa itu salah? Gw pikir ga salah. Wajar orang memilih orang kepercayaan dari orang dekatnya atau kaumnya.. Demikian"
2018-01-21 10:22:00,coco.bandicoot,"Presiden Jokowi Langsung Geber ""Chopperland"" Barunya",Jokowi beli chopper nasbung cuma bisa ngeces sambil nyinyir dipojokan :ngakak Nasbung naik ok otrip bray
2018-01-21 10:16:00,powerpunk,"""212"" Sukses Mengubah Peta Perpolitikan, Akankah Ada Next 212 Di Pilkada 2018?","fuck indonesian ppl, fuck politics, fuck everything in indonesia Ya elu pindah aja sono bodoh Gak usah ngaskus sekalian bodoh"
2018-01-20 19:13:00,sales.meikarta.,Ini Loki Si Kucing yang Bikin Anies dan Keluarga Bersedih,Harusnya pelihara onta
2018-01-20 18:57:00,kejet..kejet,"Jokowi Beli Motor Chopper Emas di Bengkel Custom, Berapa Harganya","sbg pemimpin tapi kok tidak memberi tauladan yg baik, bukannya membudayakan transport ramah lingkungan tapi menambah polusi :) Mau lo pake unta kayak junjungan lo ya?"
2018-01-20 18:54:00,Dejavu.Cucud,"""Saya Pikir Rumah Rp 320 Juta Sudah Sama Perabotnya""",uda di kasih murah 320 jt minta ada prabotanya 320rb buat panasbung aja mahal bray
2018-01-19 20:54:00,kelazcorro,"Penebangan Pohon Cemara di Depan Masjid Agung Meulaboh, Karena Ketakutan ?",Guoblok
2018-01-19 12:44:00,bheka,Di Balik Kemegahan Candi Borobudur Yang Tidak Banyak Diketahui Wisatawan.,"Kalo kata panasbung, borobudur itu berhala"
2018-01-19 11:21:00,christomat,"Tertidur di Taksi, Gadis ini Syok saat Bangun Lihat Sopir Lakukan Hal Tak Senonoh ini",Salah sendiri tidak menutup aurat :) bodoh lo
2018-01-19 08:48:00,rr28,"Alasan Mirip Pohon Natal, 10 Batang Pohon Cemara di Depan Komplek Masjid Agung Ini Di",bodoh bin bahlul
2018-01-18 18:03:00,b.l.a.c.k.27,Gim Memerangi Allah of Kung Fu Bikin Warganet Geram,Rombongan sumbu pendek bodoh : :cd: bodoh bin tolol
2018-01-16 14:18:00,moderatorccd,Video pidato Prabowo soal mahar politik “Rp300 miliar itu paket hemat”,Paket hemat blm tentu menang Pake komplit termasuk pengerahan alumni 212
2018-01-16 14:13:00,ivoox.id,Anies Baswedan: Becak Hanya Boleh Beroperasi di Lingkungan Kampung,Udah pasti kalah sama gojek/grab bodoh
2018-01-15 12:49:00,nevertalk,"Video Mesum Mirip Marion Jola Indonesian Idol Beredar, Ini Reaksinya",nastak bokep mlulu.. perusak moral Kalo nasbung tukang kimpoi dan cabul
2018-01-14 21:28:00,nevertalk,"""Bapak Ibu Pemilik Jakarta, Insya Allah Perubahan Sedang Bergerak Saat Ini""",Jkt ancur gpp asalkan gubernurnya seiman
2018-01-14 21:22:00,pastibisadong,"Nonton Liam Gallagher di Jakarta, Chicco Jerikho: Ini Nabi Gue, Nih!",Ayo nasbung hajarrrrr!!!!
2018-01-12 14:31:00,kangmantri,"Menteri Agraria Tantang Anies, Ratna: Ini Menteri Bangga jadi Kaki Tangan Penjajah!",Ratu nasbung bangkit lagi
2018-01-11 20:42:00,kahlilgibran91,Transformasi AHY: Dari Anak Ingusan Jadi Penantang Terkuat Jokowi-Prabowo,"Jadi selain don kowi, ga ada yang boleh nyapres? Tolong jawab Wkkkkkkkk Emangnya gw bilang gak boleh?"
2018-01-11 17:39:00,kahlilgibran91,Transformasi AHY: Dari Anak Ingusan Jadi Penantang Terkuat Jokowi-Prabowo,Prestasinya apa? Tolong jawab
2018-01-11 12:35:00,gabener212,"Komentar SARA di Facebook, Pengrajin Sepatu di Cibadak Ditangkap",Nasbung bodoh
2018-01-11 09:47:00,rachmacool,Pandji Pragiwaksono Lagi-Lagi Kembali Dihujat Netizen di Media Sosial!,Kerjaan mca
2018-01-09 09:28:00,l4gi.b3t3,"Duh! Lecehkan Islam, Joshua Suherman Dipolisikan",Baper bgt
